,HandHistoryId,HandNumber,PokerSiteId,HandHistory,HandHistoryTimestamp,GameType,TournamentNumber,buyin,cash_or_tourn,my_blind_anti_total,my_cards,starting_stack,tournament_type,won,bet,total_players,position,table_max_players,hour,year_month_day,days_since_start,hand_frequency,blinds,made_money,card_rank,BB,BB_in_stack,net_outcome,all_in,money_beyond_blind,outcome_relative_to_start,flop_bet,turn_bet,river_bet,preflop_bet,high_card,low_card,suited,pocket_pair,gap
0,1,3951210633,1,"['<session sessioncode=""459742"">', '<general>', '<mode>real</mode>', '<gametype>Holdem NL</gametype>', '<tablename>3-Table Sit &amp; Go (#30839441)</tablename>', '<duration>N/A</duration>', '<gamecount>0</gamecount>', '<startdate>2019-10-24 03:06:00</startdate>', '<currency>USD</currency>', '<nickname>Hero</nickname>', '<bets>0</bets>', '<wins>0</wins>', '<chipsin>0</chipsin>', '<chipsout>0</chipsout>', '<ipoints>0</ipoints>', '<statuspoints>0</statuspoints>', '<awardpoints>0</awardpoints>', '<tournamentname>3-Table Sit &amp; Go (#30839441)</tournamentname>', '<place>0</place>', '<buyin>$1+$0.10</buyin>', '<totalbuyin>$1.10</totalbuyin>', '<win>0</win>', '<maxplayers>9</maxplayers>', '<pokersite>Ignition</pokersite>', '</general>', '<game gamecode=""3951210633"">', '<general>', '<startdate>2019-10-24 03:08:08</startdate>', '<players>', '<player seat=""5"" name=""P18_572249IY"" chips=""1500"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""6"" name=""P14_459713MR"" chips=""1500"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""7"" name=""P25_871309MO"" chips=""1500"" dealer=""0"" win=""225"" bet=""135"" rebuy=""0"" addon=""0"" />', '<player seat=""8"" name=""P3_286963JX"" chips=""1500"" dealer=""1"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""9"" name=""P5_405793KB"" chips=""1500"" dealer=""0"" win=""0"" bet=""10"" rebuy=""0"" addon=""0"" />', '<player seat=""1"" name=""Hero"" chips=""1500"" dealer=""0"" win=""0"" bet=""20"" rebuy=""0"" addon=""0"" />', '<player seat=""2"" name=""P26_251842VD"" chips=""1500"" dealer=""0"" win=""0"" bet=""60"" rebuy=""0"" addon=""0"" />', '<player seat=""3"" name=""P4_131206CX"" chips=""1500"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""4"" name=""P11_924370QJ"" chips=""1500"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '</players>', '</general>', '<round no=""0"">', '<action no=""1"" player=""P5_405793KB"" type=""1"" sum=""10"" cards=""[cards]"" />', '<action no=""2"" player=""Hero"" type=""2"" sum=""20"" cards=""[cards]"" />', '</round>', '<round no=""1"">', '<cards type=""Pocket"" player=""P18_572249IY"">X X</cards>', '<cards type=""Pocket"" player=""P14_459713MR"">X X</cards>', '<cards type=""Pocket"" player=""P25_871309MO"">X X</cards>', '<cards type=""Pocket"" player=""P3_286963JX"">X X</cards>', '<cards type=""Pocket"" player=""P5_405793KB"">X X</cards>', '<cards type=""Pocket"" player=""Hero"">C5 H2</cards>', '<cards type=""Pocket"" player=""P26_251842VD"">X X</cards>', '<cards type=""Pocket"" player=""P4_131206CX"">X X</cards>', '<cards type=""Pocket"" player=""P11_924370QJ"">X X</cards>', '<action no=""3"" player=""P26_251842VD"" type=""3"" sum=""20"" cards="""" />', '<action no=""4"" player=""P4_131206CX"" type=""0"" sum=""0"" cards="""" />', '<action no=""5"" player=""P11_924370QJ"" type=""0"" sum=""0"" cards="""" />', '<action no=""6"" player=""P18_572249IY"" type=""0"" sum=""0"" cards="""" />', '<action no=""7"" player=""P14_459713MR"" type=""0"" sum=""0"" cards="""" />', '<action no=""8"" player=""P25_871309MO"" type=""23"" sum=""60"" cards="""" />', '<action no=""9"" player=""P3_286963JX"" type=""0"" sum=""0"" cards="""" />', '<action no=""10"" player=""P5_405793KB"" type=""0"" sum=""0"" cards="""" />', '<action no=""11"" player=""Hero"" type=""0"" sum=""0"" cards="""" />', '<action no=""12"" player=""P26_251842VD"" type=""3"" sum=""40"" cards="""" />', '</round>', '<round no=""2"">', '<cards type=""Flop"" player="""">CK C10 S4</cards>', '<action no=""13"" player=""P26_251842VD"" type=""4"" sum=""0"" cards="""" />', '<action no=""14"" player=""P25_871309MO"" type=""5"" sum=""75"" cards="""" />', '<action no=""15"" player=""P26_251842VD"" type=""0"" sum=""0"" cards="""" />', '</round>', '</game>', '</session>']",2019-10-23 21:08:08,1,459742,1.1,Holdem NL,20,"['C5', 'H2']",1500,3-Table Sit & Go,0,20,9,0.222222222222222,9,21,2019-10-23 00:00:00,0,2155,"[10.0, 20.0]",0,0.5,20,75,-20,0,0,0.986666666666667,0,0,0,0,5,2,0,0,3
1,2,3951211988,1,"['<session sessioncode=""459742"">', '<general>', '<mode>real</mode>', '<gametype>Holdem NL</gametype>', '<tablename>3-Table Sit &amp; Go (#30839441)</tablename>', '<duration>N/A</duration>', '<gamecount>0</gamecount>', '<startdate>2019-10-24 03:06:00</startdate>', '<currency>USD</currency>', '<nickname>Hero</nickname>', '<bets>0</bets>', '<wins>0</wins>', '<chipsin>0</chipsin>', '<chipsout>0</chipsout>', '<ipoints>0</ipoints>', '<statuspoints>0</statuspoints>', '<awardpoints>0</awardpoints>', '<tournamentname>3-Table Sit &amp; Go (#30839441)</tournamentname>', '<place>0</place>', '<buyin>$1+$0.10</buyin>', '<totalbuyin>$1.10</totalbuyin>', '<win>0</win>', '<maxplayers>9</maxplayers>', '<pokersite>Ignition</pokersite>', '</general>', '<game gamecode=""3951211988"">', '<general>', '<startdate>2019-10-24 03:09:34</startdate>', '<players>', '<player seat=""5"" name=""P18_572249IY"" chips=""1500"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""6"" name=""P14_459713MR"" chips=""1500"" dealer=""0"" win=""0"" bet=""100"" rebuy=""0"" addon=""0"" />', '<player seat=""7"" name=""P25_871309MO"" chips=""1590"" dealer=""0"" win=""0"" bet=""100"" rebuy=""0"" addon=""0"" />', '<player seat=""8"" name=""P3_286963JX"" chips=""1500"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""9"" name=""P5_405793KB"" chips=""1490"" dealer=""1"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""1"" name=""Hero"" chips=""1480"" dealer=""0"" win=""640"" bet=""420"" rebuy=""0"" addon=""0"" />', '<player seat=""2"" name=""P26_251842VD"" chips=""1440"" dealer=""0"" win=""0"" bet=""20"" rebuy=""0"" addon=""0"" />', '<player seat=""3"" name=""P4_131206CX"" chips=""1500"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""4"" name=""P11_924370QJ"" chips=""1500"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '</players>', '</general>', '<round no=""0"">', '<action no=""1"" player=""Hero"" type=""1"" sum=""10"" cards=""[cards]"" />', '<action no=""2"" player=""P26_251842VD"" type=""2"" sum=""20"" cards=""[cards]"" />', '</round>', '<round no=""1"">', '<cards type=""Pocket"" player=""P18_572249IY"">X X</cards>', '<cards type=""Pocket"" player=""P14_459713MR"">X X</cards>', '<cards type=""Pocket"" player=""P25_871309MO"">X X</cards>', '<cards type=""Pocket"" player=""P3_286963JX"">X X</cards>', '<cards type=""Pocket"" player=""P5_405793KB"">X X</cards>', '<cards type=""Pocket"" player=""Hero"">C9 S9</cards>', '<cards type=""Pocket"" player=""P26_251842VD"">X X</cards>', '<cards type=""Pocket"" player=""P4_131206CX"">X X</cards>', '<cards type=""Pocket"" player=""P11_924370QJ"">X X</cards>', '<action no=""3"" player=""P4_131206CX"" type=""0"" sum=""0"" cards="""" />', '<action no=""4"" player=""P11_924370QJ"" type=""0"" sum=""0"" cards="""" />', '<action no=""5"" player=""P18_572249IY"" type=""0"" sum=""0"" cards="""" />', '<action no=""6"" player=""P14_459713MR"" type=""3"" sum=""20"" cards="""" />', '<action no=""7"" player=""P25_871309MO"" type=""3"" sum=""20"" cards="""" />', '<action no=""8"" player=""P3_286963JX"" type=""0"" sum=""0"" cards="""" />', '<action no=""9"" player=""P5_405793KB"" type=""0"" sum=""0"" cards="""" />', '<action no=""10"" player=""Hero"" type=""23"" sum=""100"" cards="""" />', '<action no=""11"" player=""P26_251842VD"" type=""0"" sum=""0"" cards="""" />', '<action no=""12"" player=""P14_459713MR"" type=""3"" sum=""80"" cards="""" />', '<action no=""13"" player=""P25_871309MO"" type=""3"" sum=""80"" cards="""" />', '</round>', '<round no=""2"">', '<cards type=""Flop"" player="""">S7 S8 H6</cards>', '<action no=""14"" player=""Hero"" type=""5"" sum=""320"" cards="""" />', '<action no=""15"" player=""P14_459713MR"" type=""0"" sum=""0"" cards="""" />', '<action no=""16"" player=""P25_871309MO"" type=""0"" sum=""0"" cards="""" />', '</round>', '</game>', '</session>']",2019-10-23 21:09:34,1,459742,1.1,Holdem NL,10,"['C9', 'S9']",1480,3-Table Sit & Go,640,420,9,0.111111111111111,9,21,2019-10-23 00:00:00,0,2155,"[10.0, 20.0]",1,9,20,74,220,0,1,1.14864864864865,320,0,0,90,9,9,0,1,0
2,3,3951212830,1,"['<session sessioncode=""459742"">', '<general>', '<mode>real</mode>', '<gametype>Holdem NL</gametype>', '<tablename>3-Table Sit &amp; Go (#30839441)</tablename>', '<duration>N/A</duration>', '<gamecount>0</gamecount>', '<startdate>2019-10-24 03:06:00</startdate>', '<currency>USD</currency>', '<nickname>Hero</nickname>', '<bets>0</bets>', '<wins>0</wins>', '<chipsin>0</chipsin>', '<chipsout>0</chipsout>', '<ipoints>0</ipoints>', '<statuspoints>0</statuspoints>', '<awardpoints>0</awardpoints>', '<tournamentname>3-Table Sit &amp; Go (#30839441)</tournamentname>', '<place>0</place>', '<buyin>$1+$0.10</buyin>', '<totalbuyin>$1.10</totalbuyin>', '<win>0</win>', '<maxplayers>9</maxplayers>', '<pokersite>Ignition</pokersite>', '</general>', '<game gamecode=""3951212830"">', '<general>', '<startdate>2019-10-24 03:11:47</startdate>', '<players>', '<player seat=""5"" name=""P18_572249IY"" chips=""1500"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""6"" name=""P14_459713MR"" chips=""1400"" dealer=""0"" win=""0"" bet=""1400"" rebuy=""0"" addon=""0"" />', '<player seat=""7"" name=""P25_871309MO"" chips=""1490"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""8"" name=""P3_286963JX"" chips=""1500"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""9"" name=""P5_405793KB"" chips=""1490"" dealer=""0"" win=""2830"" bet=""1400"" rebuy=""0"" addon=""0"" />', '<player seat=""1"" name=""Hero"" chips=""1700"" dealer=""1"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""2"" name=""P26_251842VD"" chips=""1420"" dealer=""0"" win=""0"" bet=""10"" rebuy=""0"" addon=""0"" />', '<player seat=""3"" name=""P4_131206CX"" chips=""1500"" dealer=""0"" win=""0"" bet=""20"" rebuy=""0"" addon=""0"" />', '<player seat=""4"" name=""P11_924370QJ"" chips=""1500"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '</players>', '</general>', '<round no=""0"">', '<action no=""1"" player=""P26_251842VD"" type=""1"" sum=""10"" cards=""[cards]"" />', '<action no=""2"" player=""P4_131206CX"" type=""2"" sum=""20"" cards=""[cards]"" />', '</round>', '<round no=""1"">', '<cards type=""Pocket"" player=""P18_572249IY"">X X</cards>', '<cards type=""Pocket"" player=""P14_459713MR"">HA HQ</cards>', '<cards type=""Pocket"" player=""P25_871309MO"">X X</cards>', '<cards type=""Pocket"" player=""P3_286963JX"">X X</cards>', '<cards type=""Pocket"" player=""P5_405793KB"">SA D7</cards>', '<cards type=""Pocket"" player=""Hero"">S3 DK</cards>', '<cards type=""Pocket"" player=""P26_251842VD"">X X</cards>', '<cards type=""Pocket"" player=""P4_131206CX"">X X</cards>', '<cards type=""Pocket"" player=""P11_924370QJ"">X X</cards>', '<action no=""3"" player=""P11_924370QJ"" type=""0"" sum=""0"" cards="""" />', '<action no=""4"" player=""P18_572249IY"" type=""0"" sum=""0"" cards="""" />', '<action no=""5"" player=""P14_459713MR"" type=""23"" sum=""100"" cards="""" />', '<action no=""6"" player=""P25_871309MO"" type=""0"" sum=""0"" cards="""" />', '<action no=""7"" player=""P3_286963JX"" type=""0"" sum=""0"" cards="""" />', '<action no=""8"" player=""P5_405793KB"" type=""3"" sum=""100"" cards="""" />', '<action no=""9"" player=""Hero"" type=""0"" sum=""0"" cards="""" />', '<action no=""10"" player=""P26_251842VD"" type=""0"" sum=""0"" cards="""" />', '<action no=""11"" player=""P4_131206CX"" type=""0"" sum=""0"" cards="""" />', '</round>', '<round no=""2"">', '<cards type=""Flop"" player="""">S7 CA S2</cards>', '<action no=""12"" player=""P14_459713MR"" type=""5"" sum=""230"" cards="""" />', '<action no=""13"" player=""P5_405793KB"" type=""3"" sum=""230"" cards="""" />', '</round>', '<round no=""3"">', '<cards type=""Turn"" player="""">D10</cards>', '<action no=""14"" player=""P14_459713MR"" type=""7"" sum=""1070"" cards="""" />', '<action no=""15"" player=""P5_405793KB"" type=""3"" sum=""1070"" cards="""" />', '</round>', '<round no=""4"">', '<cards type=""River"" player="""">D5</cards>', '</round>', '</game>', '</session>']",2019-10-23 21:11:47,1,459742,1.1,Holdem NL,0,"['S3', 'DK']",1700,3-Table Sit & Go,0,0,9,1,9,21,2019-10-23 00:00:00,0,2155,"[10.0, 20.0]",0,3,20,85,0,0,0,1,0,0,0,0,13,3,0,0,10
3,4,3951214131,1,"['<session sessioncode=""459742"">', '<general>', '<mode>real</mode>', '<gametype>Holdem NL</gametype>', '<tablename>3-Table Sit &amp; Go (#30839441)</tablename>', '<duration>N/A</duration>', '<gamecount>0</gamecount>', '<startdate>2019-10-24 03:06:00</startdate>', '<currency>USD</currency>', '<nickname>Hero</nickname>', '<bets>0</bets>', '<wins>0</wins>', '<chipsin>0</chipsin>', '<chipsout>0</chipsout>', '<ipoints>0</ipoints>', '<statuspoints>0</statuspoints>', '<awardpoints>0</awardpoints>', '<tournamentname>3-Table Sit &amp; Go (#30839441)</tournamentname>', '<place>0</place>', '<buyin>$1+$0.10</buyin>', '<totalbuyin>$1.10</totalbuyin>', '<win>0</win>', '<maxplayers>9</maxplayers>', '<pokersite>Ignition</pokersite>', '</general>', '<game gamecode=""3951214131"">', '<general>', '<startdate>2019-10-24 03:13:37</startdate>', '<players>', '<player seat=""5"" name=""P18_572249IY"" chips=""1500"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""7"" name=""P25_871309MO"" chips=""1490"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""8"" name=""P3_286963JX"" chips=""1500"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""9"" name=""P5_405793KB"" chips=""2920"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""1"" name=""Hero"" chips=""1700"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""2"" name=""P26_251842VD"" chips=""1410"" dealer=""1"" win=""180"" bet=""100"" rebuy=""0"" addon=""0"" />', '<player seat=""3"" name=""P4_131206CX"" chips=""1480"" dealer=""0"" win=""0"" bet=""60"" rebuy=""0"" addon=""0"" />', '<player seat=""4"" name=""P11_924370QJ"" chips=""1500"" dealer=""0"" win=""0"" bet=""20"" rebuy=""0"" addon=""0"" />', '</players>', '</general>', '<round no=""0"">', '<action no=""1"" player=""P4_131206CX"" type=""1"" sum=""10"" cards=""[cards]"" />', '<action no=""2"" player=""P11_924370QJ"" type=""2"" sum=""20"" cards=""[cards]"" />', '</round>', '<round no=""1"">', '<cards type=""Pocket"" player=""P18_572249IY"">X X</cards>', '<cards type=""Pocket"" player=""P25_871309MO"">X X</cards>', '<cards type=""Pocket"" player=""P3_286963JX"">X X</cards>', '<cards type=""Pocket"" player=""P5_405793KB"">X X</cards>', '<cards type=""Pocket"" player=""Hero"">C9 D8</cards>', '<cards type=""Pocket"" player=""P26_251842VD"">CJ HK</cards>', '<cards type=""Pocket"" player=""P4_131206CX"">X X</cards>', '<cards type=""Pocket"" player=""P11_924370QJ"">X X</cards>', '<action no=""3"" player=""P18_572249IY"" type=""0"" sum=""0"" cards="""" />', '<action no=""4"" player=""P25_871309MO"" type=""0"" sum=""0"" cards="""" />', '<action no=""5"" player=""P3_286963JX"" type=""0"" sum=""0"" cards="""" />', '<action no=""6"" player=""P5_405793KB"" type=""0"" sum=""0"" cards="""" />', '<action no=""7"" player=""Hero"" type=""0"" sum=""0"" cards="""" />', '<action no=""8"" player=""P26_251842VD"" type=""23"" sum=""60"" cards="""" />', '<action no=""9"" player=""P4_131206CX"" type=""3"" sum=""50"" cards="""" />', '<action no=""10"" player=""P11_924370QJ"" type=""0"" sum=""0"" cards="""" />', '</round>', '<round no=""2"">', '<cards type=""Flop"" player="""">C6 S8 C7</cards>', '<action no=""11"" player=""P4_131206CX"" type=""4"" sum=""0"" cards="""" />', '<action no=""12"" player=""P26_251842VD"" type=""5"" sum=""40"" cards="""" />', '<action no=""13"" player=""P4_131206CX"" type=""0"" sum=""0"" cards="""" />', '</round>', '</game>', '</session>']",2019-10-23 21:13:37,1,459742,1.1,Holdem NL,0,"['C9', 'D8']",1700,3-Table Sit & Go,0,0,8,0.875,9,21,2019-10-23 00:00:00,0,2155,"[10.0, 20.0]",0,5.5,20,85,0,0,0,1,0,0,0,0,9,8,0,0,1
4,5,3951215154,1,"['<session sessioncode=""459742"">', '<general>', '<mode>real</mode>', '<gametype>Holdem NL</gametype>', '<tablename>3-Table Sit &amp; Go (#30839441)</tablename>', '<duration>N/A</duration>', '<gamecount>0</gamecount>', '<startdate>2019-10-24 03:06:00</startdate>', '<currency>USD</currency>', '<nickname>Hero</nickname>', '<bets>0</bets>', '<wins>0</wins>', '<chipsin>0</chipsin>', '<chipsout>0</chipsout>', '<ipoints>0</ipoints>', '<statuspoints>0</statuspoints>', '<awardpoints>0</awardpoints>', '<tournamentname>3-Table Sit &amp; Go (#30839441)</tournamentname>', '<place>0</place>', '<buyin>$1+$0.10</buyin>', '<totalbuyin>$1.10</totalbuyin>', '<win>0</win>', '<maxplayers>9</maxplayers>', '<pokersite>Ignition</pokersite>', '</general>', '<game gamecode=""3951215154"">', '<general>', '<startdate>2019-10-24 03:14:31</startdate>', '<players>', '<player seat=""5"" name=""P18_572249IY"" chips=""1500"" dealer=""0"" win=""0"" bet=""20"" rebuy=""0"" addon=""0"" />', '<player seat=""7"" name=""P25_871309MO"" chips=""1490"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""8"" name=""P3_286963JX"" chips=""1500"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""9"" name=""P5_405793KB"" chips=""2920"" dealer=""0"" win=""130"" bet=""100"" rebuy=""0"" addon=""0"" />', '<player seat=""1"" name=""Hero"" chips=""1700"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""2"" name=""P26_251842VD"" chips=""1490"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""3"" name=""P4_131206CX"" chips=""1420"" dealer=""1"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""4"" name=""P11_924370QJ"" chips=""1480"" dealer=""0"" win=""0"" bet=""10"" rebuy=""0"" addon=""0"" />', '</players>', '</general>', '<round no=""0"">', '<action no=""1"" player=""P11_924370QJ"" type=""1"" sum=""10"" cards=""[cards]"" />', '<action no=""2"" player=""P18_572249IY"" type=""2"" sum=""20"" cards=""[cards]"" />', '</round>', '<round no=""1"">', '<cards type=""Pocket"" player=""P18_572249IY"">X X</cards>', '<cards type=""Pocket"" player=""P25_871309MO"">X X</cards>', '<cards type=""Pocket"" player=""P3_286963JX"">X X</cards>', '<cards type=""Pocket"" player=""P5_405793KB"">X X</cards>', '<cards type=""Pocket"" player=""Hero"">S7 HQ</cards>', '<cards type=""Pocket"" player=""P26_251842VD"">X X</cards>', '<cards type=""Pocket"" player=""P4_131206CX"">X X</cards>', '<cards type=""Pocket"" player=""P11_924370QJ"">X X</cards>', '<action no=""3"" player=""P25_871309MO"" type=""0"" sum=""0"" cards="""" />', '<action no=""4"" player=""P3_286963JX"" type=""0"" sum=""0"" cards="""" />', '<action no=""5"" player=""P5_405793KB"" type=""23"" sum=""100"" cards="""" />', '<action no=""6"" player=""Hero"" type=""0"" sum=""0"" cards="""" />', '<action no=""7"" player=""P26_251842VD"" type=""0"" sum=""0"" cards="""" />', '<action no=""8"" player=""P4_131206CX"" type=""0"" sum=""0"" cards="""" />', '<action no=""9"" player=""P11_924370QJ"" type=""0"" sum=""0"" cards="""" />', '<action no=""10"" player=""P18_572249IY"" type=""0"" sum=""0"" cards="""" />', '</round>', '</game>', '</session>']",2019-10-23 21:14:31,1,459742,1.1,Holdem NL,0,"['S7', 'HQ']",1700,3-Table Sit & Go,0,0,8,0.75,9,21,2019-10-23 00:00:00,0,2155,"[10.0, 20.0]",0,2,20,85,0,0,0,1,0,0,0,0,12,7,0,0,5
5,6,3951215671,1,"['<session sessioncode=""459742"">', '<general>', '<mode>real</mode>', '<gametype>Holdem NL</gametype>', '<tablename>3-Table Sit &amp; Go (#30839441)</tablename>', '<duration>N/A</duration>', '<gamecount>0</gamecount>', '<startdate>2019-10-24 03:06:00</startdate>', '<currency>USD</currency>', '<nickname>Hero</nickname>', '<bets>0</bets>', '<wins>0</wins>', '<chipsin>0</chipsin>', '<chipsout>0</chipsout>', '<ipoints>0</ipoints>', '<statuspoints>0</statuspoints>', '<awardpoints>0</awardpoints>', '<tournamentname>3-Table Sit &amp; Go (#30839441)</tournamentname>', '<place>0</place>', '<buyin>$1+$0.10</buyin>', '<totalbuyin>$1.10</totalbuyin>', '<win>0</win>', '<maxplayers>9</maxplayers>', '<pokersite>Ignition</pokersite>', '</general>', '<game gamecode=""3951215671"">', '<general>', '<startdate>2019-10-24 03:15:05</startdate>', '<players>', '<player seat=""5"" name=""P18_572249IY"" chips=""1480"" dealer=""0"" win=""0"" bet=""10"" rebuy=""0"" addon=""0"" />', '<player seat=""7"" name=""P25_871309MO"" chips=""1490"" dealer=""0"" win=""0"" bet=""20"" rebuy=""0"" addon=""0"" />', '<player seat=""8"" name=""P3_286963JX"" chips=""1500"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""9"" name=""P5_405793KB"" chips=""2950"" dealer=""0"" win=""130"" bet=""100"" rebuy=""0"" addon=""0"" />', '<player seat=""1"" name=""Hero"" chips=""1700"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""2"" name=""P26_251842VD"" chips=""1490"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""3"" name=""P4_131206CX"" chips=""1420"" dealer=""0"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '<player seat=""4"" name=""P11_924370QJ"" chips=""1470"" dealer=""1"" win=""0"" bet=""0"" rebuy=""0"" addon=""0"" />', '</players>', '</general>', '<round no=""0"">', '<action no=""1"" player=""P18_572249IY"" type=""1"" sum=""10"" cards=""[cards]"" />', '<action no=""2"" player=""P25_871309MO"" type=""2"" sum=""20"" cards=""[cards]"" />', '</round>', '<round no=""1"">', '<cards type=""Pocket"" player=""P18_572249IY"">X X</cards>', '<cards type=""Pocket"" player=""P25_871309MO"">X X</cards>', '<cards type=""Pocket"" player=""P3_286963JX"">X X</cards>', '<cards type=""Pocket"" player=""P5_405793KB"">X X</cards>', '<cards type=""Pocket"" player=""Hero"">D5 HQ</cards>', '<cards type=""Pocket"" player=""P26_251842VD"">X X</cards>', '<cards type=""Pocket"" player=""P4_131206CX"">X X</cards>', '<cards type=""Pocket"" player=""P11_924370QJ"">X X</cards>', '<action no=""3"" player=""P3_286963JX"" type=""0"" sum=""0"" cards="""" />', '<action no=""4"" player=""P5_405793KB"" type=""23"" sum=""100"" cards="""" />', '<action no=""5"" player=""Hero"" type=""0"" sum=""0"" cards="""" />', '<action no=""6"" player=""P26_251842VD"" type=""0"" sum=""0"" cards="""" />', '<action no=""7"" player=""P4_131206CX"" type=""0"" sum=""0"" cards="""" />', '<action no=""8"" player=""P11_924370QJ"" type=""0"" sum=""0"" cards="""" />', '<action no=""9"" player=""P18_572249IY"" type=""0"" sum=""0"" cards="""" />', '<action no=""10"" player=""P25_871309MO"" type=""0"" sum=""0"" cards="""" />', '</round>', '</game>', '</session>']",2019-10-23 21:15:05,1,459742,1.1,Holdem NL,0,"['D5', 'HQ']",1700,3-Table Sit & Go,0,0,8,0.625,9,21,2019-10-23 00:00:00,0,2155,"[10.0, 20.0]",0,2,20,85,0,0,0,1,0,0,0,0,12,5,0,0,7
